Line,GEBV_biomassfinalplant,GEBV_biomassfinalplot,GEBV_fruitlength,GEBV_fruitno,GEBV_fruitshapeindex,GEBV_fruitweight,GEBV_fruitwidth,GEBV_leafangledaily,GEBV_leafareadaily,GEBV_leafareadailyplant,GEBV_leafareaprojecteddaily,GEBV_leafareaprojectedplant,GEBV_yield
GPC050840,21.75107933333311,-1242307.8500000015,-1.7640556583333333,-0.7068289266666655,-0.15251515100000002,6.759153233,0.23267322733333334,-0.018266965666666666,-678.7896709333334,-175.16414703666666,-424.9253958,-99.0063485,-3.0294486336666666
GPC051290,-13276.436461666666,-55094447.04666667,-1.2602033493333333,-34.10026247,-2.4447073673333333,30.301168246666663,2.172785686,-0.052667956,-1898.860318,-466.89034116666664,-1134.7567710333333,-273.63380913333333,-0.13577913966666663
GPC051670,-20188.119893333333,-82153988.79333332,-2.1006707170000003,-55.4552995,-3.7117208219999998,64.56743485333334,3.850144183,-0.060320764,-2302.059155,-556.8917136333333,-1302.1866636333334,-320.3620914333333,0.8024559040000003
GPC052650,564.4274213333332,2085855.3833333328,-1.7269399833333332,0.7525698103333316,-0.4336243536666667,8.047240253333333,0.3141562533333333,-0.017605852666666668,-559.4371601666667,-145.65897254666666,-373.86137053333334,-91.32246192666666,-2.5351878543333335
GPC052670,-1106.8849399999997,-5591289.653333332,-1.6657468340000001,-1.0895130516666653,-0.12905381266666663,6.342091904666667,0.21637853833333334,-0.019246585333333333,-696.8561854333333,-179.36940862666665,-429.57571793333335,-101.11285646,-2.999185268333333
GPC057060,-11559.091940666667,-46303125.78,1.0405910813333334,-25.36224368,-0.650941664,19.619385959333332,1.1636298163333334,-0.04329184466666667,-1764.944705,-446.17732736666665,-1101.5506155,-274.5424453,-0.47781624033333336
GPC058720,413.14085900000043,1067742.5033333302,-1.6119887813333333,1.6997485446666665,-0.337742543,8.130795864333333,0.29726427266666666,-0.017498765,-595.6554592,-153.62034502333333,-388.8070464,-92.95102950666666,-2.5188061176666667
GPC058920,-156.78600666666597,-1966683.0500000021,-1.7402502130000002,-1.5394536986666658,-0.13155392433333332,6.569260191,0.22356872066666666,-0.018879037666666668,-644.5933520333333,-166.97797464666667,-405.5815537,-94.06498718666667,-3.142238096
GPC058990,-551.3716103333333,-3331713.203333333,-1.837320986,-1.4439410136666666,-0.1753837693333334,6.658724144333333,0.23409158733333335,-0.019350813333333335,-693.799331,-179.90969039333334,-429.83763976666665,-101.21716694,-3.1179627549999998
GPC059830,114.0850916666665,163660.7833333363,-1.6418242263333334,1.3671822753333323,-0.3932651176666667,7.656081643333333,0.288656277,-0.017492249,-603.3719022,-155.80358052666668,-390.23612863333335,-94.75331156333333,-2.5255587906666666
GPC060200,-17405.634759,-71965138.46333334,0.5102028736666667,-42.01353237666667,-2.678616311,33.71447607,2.624881629,-0.07463871266666666,-2043.4666254333333,-504.9613376666666,-1436.6916587666667,-342.45244326666665,0.4199545429999999
GPC060460,12008.655219666667,49838976.279,-1.0153526846666667,-35.21249815,-1.5675052010000001,7.988920522666666,0.6693260746666667,-0.015527601666666665,337.6455953333334,74.17199526666664,152.20722916666668,31.67533426666667,-3.8744898990000003
GPC060540,-18098.475875333334,-70589501.44533333,-3.3181304606666666,-49.91569384666666,-3.7797274233333336,54.18336496199999,3.3559927413333335,-0.06352760133333334,-1698.5110703333332,-434.87133772933333,-981.9972147,-251.86022111333332,1.7388434296666668
GPC061390,28823.0385516,117096513.2792,-0.11535268533333333,8.248865197,1.398050354,2.800031617,-0.338451704,0.029361287333333333,873.3633747366666,208.10977343333334,577.7883409,138.07422329666667,0.621065651
GPC061670,15061.814116,62051609.63743333,1.5290917579999999,2.5895661253333335,2.2813836853333336,2.3089205186666666,-0.17178503633333336,0.028916842999999998,1528.4889291333334,371.88421759666664,966.7583404433333,235.31422315,-0.01448990266666672
GPC061940,23122.93743,94296105.85333332,-3.1820193506666667,44.79465775533333,-0.6119496456666667,-1.29996838,-0.4273405923333333,-0.020638712666666666,1656.2267059,403.80755063333334,864.9450065333333,209.86977863666664,0.47217676
GPC062700,-10495.540321333334,-43003890.33,-6.182019345666666,-27.85975599,-3.875282977,2.455587201333333,0.839326075,-0.06797204633333334,-2663.034402333333,-663.9424485666667,-1602.9905474,-401.4768876,-4.840045453666667
GPC063310,20276.917447,82912035.52533333,-5.259797123999999,167.58217213333333,-1.2419496433333332,-3.4333017236666667,-0.821785037,0.012139065333333334,-482.89106853333334,-130.96578179666668,-324.3249914666667,-87.45799865000001,-3.582267678333333
GPC063560,9396.815267666667,41195301.781666666,-0.035387537000000024,0.6024118100000007,-0.020724994000000007,11.568310649333334,0.5569469713333333,-0.014128451666666667,-110.10672508333332,-33.26121727,-149.06353780666666,-50.669198136666665,-0.36179743966666666
GPC063760,8373.433061333333,35358445.81166667,0.5387490353333334,0.27103849466666663,0.9104409083333334,6.140368816666666,0.13604992533333332,0.0026687380000000004,50.631748896666664,8.257287484333332,18.915105723333333,-1.9929007313333333,-0.771441381
GPC063810,11449.853797633334,46321026.99836667,-1.4473247356666668,27.348845469666667,0.28796775799999996,-1.0977838793333332,-0.29972236733333335,5.866879999999997e-4,176.12288800000002,42.261757190333334,39.03417717333333,9.273923583666665,-2.1129314993333335
GPC063880,11102.927095333333,45840097.39,-0.7262878596666666,17.119326466333334,0.6695445733333333,2.296236177666666,-0.17203832366666666,3.562346666666662e-4,338.3807769233333,71.09686698433333,153.89864348,34.92686778633333,-1.5018962083333334
GPC064390,15686.486315133336,60537129.91533333,-6.576463786333333,-9.759677613333333,-3.8675051983333333,-0.566635021666667,0.3615482973333333,-0.0037498236666666704,380.23670569999996,102.50977286666667,223.2483397333333,58.59644523,-2.723378787666667
GPC065060,-14938.941202333333,-60603927.74666667,0.423408388,-24.241296723333335,-1.058192304,12.849325335,0.8527633623333334,-0.043696337333333335,-1943.156506,-499.0934511,-1161.0212316333334,-283.5154831,-1.094031723
GPC065810,-13645.598102,-54399119.92,-0.876463793,-37.70639878,-2.330838533666667,13.222253859,1.4393260743333334,-0.011972046000000004,-1752.7610702333334,-390.3502267666667,-952.2372147666666,-236.85799894333334,-1.7144899013333332
GPC066460,-5560.309022333333,-23268241.880000003,-1.928325383,-8.370672436666666,-1.7187137636666667,14.106161219333334,0.791008207,-0.038460856333333335,-1579.5410682333331,-392.64549639999996,-894.2024225333333,-217.40524873333334,-1.927651469
GPC067390,-8177.668955,-31768611.35666667,-2.5815160733333333,8.813608985,-1.243372859,0.7806210136666667,0.06916127833333334,-0.007405928666666667,-1149.3885913333334,-291.4711023333333,-593.4457811,-150.1111384,-2.0168669513333333
GPC067430,-10771.049201666669,-41279864.37,-1.7875749063333333,2.5201170203333323,-1.07639409,1.8444760693333335,0.11488162966666667,0.018027954,-1097.2232918333334,-284.53800427,-468.70388106666667,-123.55244330333333,-1.8189343460000003
GPC068750,62884.37851,253341883.53333333,-3.5209082376666667,15.162624613333334,-1.0463940886666667,-1.4221905969999997,-0.33845170366666666,0.015916843,3063.5967046666665,755.6497727666667,1578.2261171999999,388.1920006666667,-3.38337879
GPC069200,-18994.798753,-77370354.13333334,-2.1044881423333335,-43.506656066666665,-2.9632395286666666,29.543823633333332,2.530145344666667,-0.06832479766666666,-2657.217317,-657.9796116666666,-1544.2997000666667,-379.48579433333333,-0.2642061136666667
GPC070980,-7149.403701333334,-31437527.803333335,-0.42037619966666673,-18.77340407433333,-1.0270279393333333,12.439870765333332,0.8486424033333334,-0.046725582,-1513.1851092666666,-369.53770553333334,-941.3526721333334,-223.33209686666666,-0.8572240623333333
GPC071220,-19186.109246666667,-79504047.54,-1.594518206,-53.72037241333333,-3.3305872659999998,59.58355542666666,3.688687824,-0.056566531,-2252.940747333333,-532.7266713666667,-1262.8894569333333,-306.3604045,1.0513892816666666
GPC071980,-14811.097257,-58675427.17046667,-1.9898569363333334,-46.781957416666664,-3.2655405643333335,47.27531138,2.9677482106666666,-0.05570211133333333,-2023.3237593333333,-504.6326668333333,-1191.6967558666665,-299.81778383333335,0.34478238000000017
GPC073010,-13375.378662000001,-55562862.13,-0.474871296,-25.942018903333334,-1.0902628536666668,7.1461475703333335,0.5653476426666667,-0.04344432733333333,-2050.16059,-510.7607488,-1179.5485978333334,-283.6905296,-2.04470676
GPC073080,11513.415308666667,48032260.59,-0.07236192466666666,10.256196481,0.8525246123333333,3.520342059333333,-0.001296391000000003,0.005105768333333333,196.88220543999998,46.215628832666674,79.043141504,10.502567908000001,-0.7292300220000001
GPC074430,-21241.08919,-83159987.67999999,-3.10424157,-40.74719154333334,-2.794171867666667,7.611142749333334,0.9948816303333333,-0.08708315700000001,-3096.2366233333332,-784.3068927666667,-1645.8205469999998,-417.8191097,-3.633378787333333
GPC076940,15826.894110000001,65111950.35333333,5.429091753,-2.1959797966666663,3.8802725723333333,7.033364947,-0.09400725966666666,-0.022416490666666664,-344.52551389999996,-96.3724487,-386.75276971333335,-103.05910989666667,0.5999545396666667
GPC078190,66.88327400000102,-3278401.746666667,0.08289247733333338,-0.20182148033333291,-0.7651817606666667,14.947963826333334,0.703992853,-0.032521284666666664,-790.1107090333334,-202.94886309999998,-585.8051323666666,-131.07236451333333,-0.13474372066666668
GPC079790,-14846.600349666665,-59330134.43333333,0.7696795136666666,-19.52437062,-0.8602009126666667,13.752522337,0.9121519753333334,-0.047094559,-1832.594993,-468.393153,-1110.2677105666667,-276.2103525,-0.765028718
